Disease,Symptom_1,Symptom_2,Symptom_3,Symptom_4,Symptom_5,Symptom_6,Symptom_7,Symptoms
Osteoarthristis, joint_pain, neck_pain, knee_pain, hip_joint_pain, swelling_joints, painful_walking, abdominal_pain,"['joint_pain', 'neck_pain', 'knee_pain', 'hip_joint_pain', 'swelling_joints', 'painful_walking', 'abdominal_pain']"
Osteoarthristis, neck_pain, knee_pain, hip_joint_pain, swelling_joints, painful_walking, nausea, abdominal_pain,"['neck_pain', 'knee_pain', 'hip_joint_pain', 'swelling_joints', 'painful_walking', 'nausea', 'abdominal_pain']"
Osteoarthristis, joint_pain, knee_pain, hip_joint_pain, swelling_joints, painful_walking, nausea, abdominal_pain,"['joint_pain', 'knee_pain', 'hip_joint_pain', 'swelling_joints', 'painful_walking', 'nausea', 'abdominal_pain']"
Osteoarthristis, joint_pain, neck_pain, hip_joint_pain, swelling_joints, painful_walking, nausea, abdominal_pain,"['joint_pain', 'neck_pain', 'hip_joint_pain', 'swelling_joints', 'painful_walking', 'nausea', 'abdominal_pain']"
Osteoarthristis, joint_pain, neck_pain, knee_pain, swelling_joints, painful_walking, nausea, abdominal_pain,"['joint_pain', 'neck_pain', 'knee_pain', 'swelling_joints', 'painful_walking', 'nausea', 'abdominal_pain']"
Osteoarthristis, joint_pain, neck_pain, knee_pain, hip_joint_pain, painful_walking, nausea, abdominal_pain,"['joint_pain', 'neck_pain', 'knee_pain', 'hip_joint_pain', 'painful_walking', 'nausea', 'abdominal_pain']"
Osteoarthristis, joint_pain, neck_pain, knee_pain, hip_joint_pain, swelling_joints, nausea, abdominal_pain,"['joint_pain', 'neck_pain', 'knee_pain', 'hip_joint_pain', 'swelling_joints', 'nausea', 'abdominal_pain']"
Osteoarthristis, joint_pain, neck_pain, knee_pain, hip_joint_pain, swelling_joints, painful_walking, abdominal_pain,"['joint_pain', 'neck_pain', 'knee_pain', 'hip_joint_pain', 'swelling_joints', 'painful_walking', 'abdominal_pain']"
Osteoarthristis, joint_pain, neck_pain, knee_pain, hip_joint_pain, swelling_joints, painful_walking, abdominal_pain,"['joint_pain', 'neck_pain', 'knee_pain', 'hip_joint_pain', 'swelling_joints', 'painful_walking', 'abdominal_pain']"
Arthritis, muscle_weakness, stiff_neck, swelling_joints, movement_stiffness, painful_walking, nausea, abdominal_pain,"['muscle_weakness', 'stiff_neck', 'swelling_joints', 'movement_stiffness', 'painful_walking', 'nausea', 'abdominal_pain']"
Arthritis, muscle_weakness, stiff_neck, swelling_joints, movement_stiffness, painful_walking, nausea, abdominal_pain,"['muscle_weakness', 'stiff_neck', 'swelling_joints', 'movement_stiffness', 'painful_walking', 'nausea', 'abdominal_pain']"
Arthritis, stiff_neck, swelling_joints, movement_stiffness, painful_walking, headache, nausea, abdominal_pain,"['stiff_neck', 'swelling_joints', 'movement_stiffness', 'painful_walking', 'headache', 'nausea', 'abdominal_pain']"
Arthritis, muscle_weakness, swelling_joints, movement_stiffness, painful_walking, headache, nausea, abdominal_pain,"['muscle_weakness', 'swelling_joints', 'movement_stiffness', 'painful_walking', 'headache', 'nausea', 'abdominal_pain']"
Arthritis, muscle_weakness, stiff_neck, movement_stiffness, painful_walking, headache, nausea, abdominal_pain,"['muscle_weakness', 'stiff_neck', 'movement_stiffness', 'painful_walking', 'headache', 'nausea', 'abdominal_pain']"
Arthritis, muscle_weakness, stiff_neck, swelling_joints, painful_walking, headache, nausea, abdominal_pain,"['muscle_weakness', 'stiff_neck', 'swelling_joints', 'painful_walking', 'headache', 'nausea', 'abdominal_pain']"
Arthritis, muscle_weakness, stiff_neck, swelling_joints, movement_stiffness, painful_walking, nausea, abdominal_pain,"['muscle_weakness', 'stiff_neck', 'swelling_joints', 'movement_stiffness', 'painful_walking', 'nausea', 'abdominal_pain']"
Arthritis, muscle_weakness, stiff_neck, swelling_joints, movement_stiffness, headache, nausea, abdominal_pain,"['muscle_weakness', 'stiff_neck', 'swelling_joints', 'movement_stiffness', 'headache', 'nausea', 'abdominal_pain']"
Arthritis, muscle_weakness, stiff_neck, swelling_joints, movement_stiffness, painful_walking, nausea, abdominal_pain,"['muscle_weakness', 'stiff_neck', 'swelling_joints', 'movement_stiffness', 'painful_walking', 'nausea', 'abdominal_pain']"
Arthritis, muscle_weakness, stiff_neck, swelling_joints, movement_stiffness, painful_walking, nausea, abdominal_pain,"['muscle_weakness', 'stiff_neck', 'swelling_joints', 'movement_stiffness', 'painful_walking', 'nausea', 'abdominal_pain']"
(vertigo) Paroymsal  Positional Vertigo, vomiting, headache, nausea, spinning_movements, loss_of_balance, unsteadiness, abdominal_pain,"['vomiting', 'headache', 'nausea', 'spinning_movements', 'loss_of_balance', 'unsteadiness', 'abdominal_pain']"
(vertigo) Paroymsal  Positional Vertigo, vomiting, headache, nausea, spinning_movements, loss_of_balance, unsteadiness, abdominal_pain,"['vomiting', 'headache', 'nausea', 'spinning_movements', 'loss_of_balance', 'unsteadiness', 'abdominal_pain']"
(vertigo) Paroymsal  Positional Vertigo, headache, nausea, spinning_movements, loss_of_balance, unsteadiness, nausea, abdominal_pain,"['headache', 'nausea', 'spinning_movements', 'loss_of_balance', 'unsteadiness', 'nausea', 'abdominal_pain']"
(vertigo) Paroymsal  Positional Vertigo, vomiting, nausea, spinning_movements, loss_of_balance, unsteadiness, nausea, abdominal_pain,"['vomiting', 'nausea', 'spinning_movements', 'loss_of_balance', 'unsteadiness', 'nausea', 'abdominal_pain']"
(vertigo) Paroymsal  Positional Vertigo, vomiting, headache, spinning_movements, loss_of_balance, unsteadiness, nausea, abdominal_pain,"['vomiting', 'headache', 'spinning_movements', 'loss_of_balance', 'unsteadiness', 'nausea', 'abdominal_pain']"
(vertigo) Paroymsal  Positional Vertigo, vomiting, headache, nausea, loss_of_balance, unsteadiness, nausea, abdominal_pain,"['vomiting', 'headache', 'nausea', 'loss_of_balance', 'unsteadiness', 'nausea', 'abdominal_pain']"
(vertigo) Paroymsal  Positional Vertigo, vomiting, headache, nausea, spinning_movements, unsteadiness, nausea, abdominal_pain,"['vomiting', 'headache', 'nausea', 'spinning_movements', 'unsteadiness', 'nausea', 'abdominal_pain']"
(vertigo) Paroymsal  Positional Vertigo, vomiting, headache, nausea, spinning_movements, loss_of_balance, nausea, abdominal_pain,"['vomiting', 'headache', 'nausea', 'spinning_movements', 'loss_of_balance', 'nausea', 'abdominal_pain']"
(vertigo) Paroymsal  Positional Vertigo, vomiting, headache, nausea, spinning_movements, loss_of_balance, unsteadiness, abdominal_pain,"['vomiting', 'headache', 'nausea', 'spinning_movements', 'loss_of_balance', 'unsteadiness', 'abdominal_pain']"
(vertigo) Paroymsal  Positional Vertigo, vomiting, headache, nausea, loss_of_balance, unsteadiness, nausea, abdominal_pain,"['vomiting', 'headache', 'nausea', 'loss_of_balance', 'unsteadiness', 'nausea', 'abdominal_pain']"
Acne, skin_rash, pus_filled_pimples, blackheads, scurring, headache, nausea, abdominal_pain,"['skin_rash', 'pus_filled_pimples', 'blackheads', 'scurring', 'headache', 'nausea', 'abdominal_pain']"
Acne, skin_rash, pus_filled_pimples, blackheads, scurring, headache, nausea, abdominal_pain,"['skin_rash', 'pus_filled_pimples', 'blackheads', 'scurring', 'headache', 'nausea', 'abdominal_pain']"
Acne, pus_filled_pimples, blackheads, scurring, high_fever, headache, nausea, abdominal_pain,"['pus_filled_pimples', 'blackheads', 'scurring', 'high_fever', 'headache', 'nausea', 'abdominal_pain']"
Acne, skin_rash, blackheads, scurring, high_fever, headache, nausea, abdominal_pain,"['skin_rash', 'blackheads', 'scurring', 'high_fever', 'headache', 'nausea', 'abdominal_pain']"
Acne, skin_rash, pus_filled_pimples, scurring, high_fever, headache, nausea, abdominal_pain,"['skin_rash', 'pus_filled_pimples', 'scurring', 'high_fever', 'headache', 'nausea', 'abdominal_pain']"
Acne, skin_rash, pus_filled_pimples, blackheads, high_fever, headache, nausea, abdominal_pain,"['skin_rash', 'pus_filled_pimples', 'blackheads', 'high_fever', 'headache', 'nausea', 'abdominal_pain']"
Acne, skin_rash, pus_filled_pimples, blackheads, scurring, headache, nausea, abdominal_pain,"['skin_rash', 'pus_filled_pimples', 'blackheads', 'scurring', 'headache', 'nausea', 'abdominal_pain']"
Acne, skin_rash, pus_filled_pimples, blackheads, high_fever, headache, nausea, abdominal_pain,"['skin_rash', 'pus_filled_pimples', 'blackheads', 'high_fever', 'headache', 'nausea', 'abdominal_pain']"
Acne, skin_rash, pus_filled_pimples, scurring, high_fever, headache, nausea, abdominal_pain,"['skin_rash', 'pus_filled_pimples', 'scurring', 'high_fever', 'headache', 'nausea', 'abdominal_pain']"
Acne, skin_rash, blackheads, scurring, high_fever, headache, nausea, abdominal_pain,"['skin_rash', 'blackheads', 'scurring', 'high_fever', 'headache', 'nausea', 'abdominal_pain']"
Urinary tract infection, burning_micturition, bladder_discomfort, foul_smell_of urine, continuous_feel_of_urine, headache, nausea, abdominal_pain,"['burning_micturition', 'bladder_discomfort', 'foul_smell_of urine', 'continuous_feel_of_urine', 'headache', 'nausea', 'abdominal_pain']"
Urinary tract infection, burning_micturition, bladder_discomfort, foul_smell_of urine, continuous_feel_of_urine, headache, nausea, abdominal_pain,"['burning_micturition', 'bladder_discomfort', 'foul_smell_of urine', 'continuous_feel_of_urine', 'headache', 'nausea', 'abdominal_pain']"
Urinary tract infection, bladder_discomfort, foul_smell_of urine, continuous_feel_of_urine, high_fever, headache, nausea, abdominal_pain,"['bladder_discomfort', 'foul_smell_of urine', 'continuous_feel_of_urine', 'high_fever', 'headache', 'nausea', 'abdominal_pain']"
Urinary tract infection, burning_micturition, foul_smell_of urine, continuous_feel_of_urine, high_fever, headache, nausea, abdominal_pain,"['burning_micturition', 'foul_smell_of urine', 'continuous_feel_of_urine', 'high_fever', 'headache', 'nausea', 'abdominal_pain']"
Urinary tract infection, burning_micturition, bladder_discomfort, continuous_feel_of_urine, high_fever, headache, nausea, abdominal_pain,"['burning_micturition', 'bladder_discomfort', 'continuous_feel_of_urine', 'high_fever', 'headache', 'nausea', 'abdominal_pain']"
Urinary tract infection, burning_micturition, bladder_discomfort, foul_smell_of urine, high_fever, headache, nausea, abdominal_pain,"['burning_micturition', 'bladder_discomfort', 'foul_smell_of urine', 'high_fever', 'headache', 'nausea', 'abdominal_pain']"
Urinary tract infection, burning_micturition, bladder_discomfort, foul_smell_of urine, continuous_feel_of_urine, headache, nausea, abdominal_pain,"['burning_micturition', 'bladder_discomfort', 'foul_smell_of urine', 'continuous_feel_of_urine', 'headache', 'nausea', 'abdominal_pain']"
Urinary tract infection, burning_micturition, bladder_discomfort, continuous_feel_of_urine, high_fever, headache, nausea, abdominal_pain,"['burning_micturition', 'bladder_discomfort', 'continuous_feel_of_urine', 'high_fever', 'headache', 'nausea', 'abdominal_pain']"
Urinary tract infection, bladder_discomfort, foul_smell_of urine, continuous_feel_of_urine, high_fever, headache, nausea, abdominal_pain,"['bladder_discomfort', 'foul_smell_of urine', 'continuous_feel_of_urine', 'high_fever', 'headache', 'nausea', 'abdominal_pain']"
Urinary tract infection, burning_micturition, bladder_discomfort, continuous_feel_of_urine, high_fever, headache, nausea, abdominal_pain,"['burning_micturition', 'bladder_discomfort', 'continuous_feel_of_urine', 'high_fever', 'headache', 'nausea', 'abdominal_pain']"
Psoriasis, skin_rash, joint_pain, skin_peeling, silver_like_dusting, small_dents_in_nails, inflammatory_nails, abdominal_pain,"['skin_rash', 'joint_pain', 'skin_peeling', 'silver_like_dusting', 'small_dents_in_nails', 'inflammatory_nails', 'abdominal_pain']"
Psoriasis, skin_rash, joint_pain, skin_peeling, silver_like_dusting, small_dents_in_nails, inflammatory_nails, abdominal_pain,"['skin_rash', 'joint_pain', 'skin_peeling', 'silver_like_dusting', 'small_dents_in_nails', 'inflammatory_nails', 'abdominal_pain']"
Psoriasis, joint_pain, skin_peeling, silver_like_dusting, small_dents_in_nails, inflammatory_nails, nausea, abdominal_pain,"['joint_pain', 'skin_peeling', 'silver_like_dusting', 'small_dents_in_nails', 'inflammatory_nails', 'nausea', 'abdominal_pain']"
Psoriasis, skin_rash, skin_peeling, silver_like_dusting, small_dents_in_nails, inflammatory_nails, nausea, abdominal_pain,"['skin_rash', 'skin_peeling', 'silver_like_dusting', 'small_dents_in_nails', 'inflammatory_nails', 'nausea', 'abdominal_pain']"
Psoriasis, skin_rash, joint_pain, silver_like_dusting, small_dents_in_nails, inflammatory_nails, nausea, abdominal_pain,"['skin_rash', 'joint_pain', 'silver_like_dusting', 'small_dents_in_nails', 'inflammatory_nails', 'nausea', 'abdominal_pain']"
Psoriasis, skin_rash, joint_pain, skin_peeling, small_dents_in_nails, inflammatory_nails, nausea, abdominal_pain,"['skin_rash', 'joint_pain', 'skin_peeling', 'small_dents_in_nails', 'inflammatory_nails', 'nausea', 'abdominal_pain']"
Psoriasis, skin_rash, joint_pain, skin_peeling, silver_like_dusting, inflammatory_nails, nausea, abdominal_pain,"['skin_rash', 'joint_pain', 'skin_peeling', 'silver_like_dusting', 'inflammatory_nails', 'nausea', 'abdominal_pain']"
Psoriasis, skin_rash, joint_pain, skin_peeling, silver_like_dusting, small_dents_in_nails, nausea, abdominal_pain,"['skin_rash', 'joint_pain', 'skin_peeling', 'silver_like_dusting', 'small_dents_in_nails', 'nausea', 'abdominal_pain']"
Psoriasis, skin_rash, joint_pain, skin_peeling, silver_like_dusting, small_dents_in_nails, inflammatory_nails, abdominal_pain,"['skin_rash', 'joint_pain', 'skin_peeling', 'silver_like_dusting', 'small_dents_in_nails', 'inflammatory_nails', 'abdominal_pain']"
Psoriasis, skin_rash, joint_pain, skin_peeling, silver_like_dusting, small_dents_in_nails, inflammatory_nails, abdominal_pain,"['skin_rash', 'joint_pain', 'skin_peeling', 'silver_like_dusting', 'small_dents_in_nails', 'inflammatory_nails', 'abdominal_pain']"
Impetigo, skin_rash, high_fever, blister, red_sore_around_nose, yellow_crust_ooze, nausea, abdominal_pain,"['skin_rash', 'high_fever', 'blister', 'red_sore_around_nose', 'yellow_crust_ooze', 'nausea', 'abdominal_pain']"
Impetigo, skin_rash, high_fever, blister, red_sore_around_nose, yellow_crust_ooze, nausea, abdominal_pain,"['skin_rash', 'high_fever', 'blister', 'red_sore_around_nose', 'yellow_crust_ooze', 'nausea', 'abdominal_pain']"
Impetigo, high_fever, blister, red_sore_around_nose, yellow_crust_ooze, headache, nausea, abdominal_pain,"['high_fever', 'blister', 'red_sore_around_nose', 'yellow_crust_ooze', 'headache', 'nausea', 'abdominal_pain']"
Impetigo, skin_rash, blister, red_sore_around_nose, yellow_crust_ooze, headache, nausea, abdominal_pain,"['skin_rash', 'blister', 'red_sore_around_nose', 'yellow_crust_ooze', 'headache', 'nausea', 'abdominal_pain']"
Impetigo, skin_rash, blister, red_sore_around_nose, yellow_crust_ooze, headache, nausea, abdominal_pain,"['skin_rash', 'blister', 'red_sore_around_nose', 'yellow_crust_ooze', 'headache', 'nausea', 'abdominal_pain']"
Impetigo, skin_rash, high_fever, red_sore_around_nose, yellow_crust_ooze, headache, nausea, abdominal_pain,"['skin_rash', 'high_fever', 'red_sore_around_nose', 'yellow_crust_ooze', 'headache', 'nausea', 'abdominal_pain']"
Impetigo, skin_rash, high_fever, blister, yellow_crust_ooze, headache, nausea, abdominal_pain,"['skin_rash', 'high_fever', 'blister', 'yellow_crust_ooze', 'headache', 'nausea', 'abdominal_pain']"
Impetigo, skin_rash, high_fever, blister, red_sore_around_nose, headache, nausea, abdominal_pain,"['skin_rash', 'high_fever', 'blister', 'red_sore_around_nose', 'headache', 'nausea', 'abdominal_pain']"
Impetigo, skin_rash, high_fever, blister, red_sore_around_nose, yellow_crust_ooze, nausea, abdominal_pain,"['skin_rash', 'high_fever', 'blister', 'red_sore_around_nose', 'yellow_crust_ooze', 'nausea', 'abdominal_pain']"
Impetigo, skin_rash, blister, red_sore_around_nose, yellow_crust_ooze, headache, nausea, abdominal_pain,"['skin_rash', 'blister', 'red_sore_around_nose', 'yellow_crust_ooze', 'headache', 'nausea', 'abdominal_pain']"
Fungal infection,itching, skin_rash, nodal_skin_eruptions, dischromic _patches, headache, nausea, abdominal_pain,"['itching', 'skin_rash', 'nodal_skin_eruptions', 'dischromic _patches', 'headache', 'nausea', 'abdominal_pain']"
Fungal infection, skin_rash, nodal_skin_eruptions, dischromic _patches, high_fever, headache, nausea, abdominal_pain,"['skin_rash', 'nodal_skin_eruptions', 'dischromic _patches', 'high_fever', 'headache', 'nausea', 'abdominal_pain']"
Fungal infection,itching, nodal_skin_eruptions, dischromic _patches, high_fever, headache, nausea, abdominal_pain,"['itching', 'nodal_skin_eruptions', 'dischromic _patches', 'high_fever', 'headache', 'nausea', 'abdominal_pain']"
Fungal infection,itching, skin_rash, dischromic _patches, high_fever, headache, nausea, abdominal_pain,"['itching', 'skin_rash', 'dischromic _patches', 'high_fever', 'headache', 'nausea', 'abdominal_pain']"
Fungal infection,itching, skin_rash, nodal_skin_eruptions, high_fever, headache, nausea, abdominal_pain,"['itching', 'skin_rash', 'nodal_skin_eruptions', 'high_fever', 'headache', 'nausea', 'abdominal_pain']"
Fungal infection, skin_rash, nodal_skin_eruptions, dischromic _patches, high_fever, headache, nausea, abdominal_pain,"['skin_rash', 'nodal_skin_eruptions', 'dischromic _patches', 'high_fever', 'headache', 'nausea', 'abdominal_pain']"
Fungal infection,itching, nodal_skin_eruptions, dischromic _patches, high_fever, headache, nausea, abdominal_pain,"['itching', 'nodal_skin_eruptions', 'dischromic _patches', 'high_fever', 'headache', 'nausea', 'abdominal_pain']"
Fungal infection,itching, skin_rash, dischromic _patches, high_fever, headache, nausea, abdominal_pain,"['itching', 'skin_rash', 'dischromic _patches', 'high_fever', 'headache', 'nausea', 'abdominal_pain']"
